document_id	source_id	title	source_url	version_scope	available_at	reviewed_compatibility	symptom_family	allowed_experiment_mode	reviewer_id	reviewed_at	reviewer_notes	review_state
KBH-D057-0ad6299a6f1d	D057	Copyright 2018 Google LLC	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/redis.yaml	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-0df08c03749a	D057	./kubernetes-manifests	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/README.md	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-10119f6772e5	D057	Integrate Online Boutique with Google Cloud Operations	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kustomize/components/google-cloud-operations/README.md	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-1abc0a247aed	D057	Copyright 2018 Google LLC	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/cartservice.yaml	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-3265685291bc	D057	Ad Service	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/src/adservice/README.md	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-4849feed2498	D057	Copyright 2018 Google LLC	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/productcatalogservice.yaml	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-4fe9c69346cd	D057	frontend	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/src/frontend/README.md	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-562ed69e4788	D057	Copyright 2018 Google LLC	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/frontend.yaml	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-86278876e6bf	D057	Copyright 2018 Google LLC	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/loadgenerator.yaml	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-9151fc03d266	D057	Copyright 2018 Google LLC	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/emailservice.yaml	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-92b8eacf1ebb	D057	Shipping Service	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/src/shippingservice/README.md	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-938597fb30c8	D057	Copyright 2018 Google LLC	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/recommendationservice.yaml	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-9db557923ec4	D057	Copyright 2018 Google LLC	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/adservice.yaml	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-a0e4aadcfe2b	D057	Copyright 2018 Google LLC	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/shippingservice.yaml	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-a23e26c1b47c	D057	productcatalogservice	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/src/productcatalogservice/README.md	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-b33563055168	D057	README.md	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/README.md	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-c118fc413f7c	D057	Secure Online Boutique with Network Policies	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kustomize/components/network-policies/README.md	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-c14488b4640d	D057	checkoutservice	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/src/checkoutservice/README.md	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-cb3046b350d8	D057	docs/product-requirements.md	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/docs/product-requirements.md	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-ccf307e9aff7	D057	docs/purpose.md	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/docs/purpose.md	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-da18896de895	D057	Development Guide	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/docs/development-guide.md	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-da53c9e679f7	D057	Copyright 2018 Google LLC	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/checkoutservice.yaml	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-e84a682ff5d9	D057	Copyright 2018 Google LLC	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/paymentservice.yaml	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-f4bcce2e6d7e	D057	protos/demo.proto	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/protos/demo.proto	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D057-fda19af7a97a	D057	Copyright 2018 Google LLC	https://github.com/GoogleCloudPlatform/microservices-demo/blob/80bea9bfd97bec107361d4663e207aa8d3f312c6/kubernetes-manifests/currencyservice.yaml	80bea9bfd97bec107361d4663e207aa8d3f312c6	2023-12-28T18:03:44Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-1288140b93d4	D058	Tools for Monitoring Resources	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/debug/debug-cluster/resource-usage-monitoring.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-14d8b6f74be5	D058	Resource metrics pipeline	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/debug/debug-cluster/resource-metrics-pipeline.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-22bb04d72ccf	D058	Debugging DNS Resolution	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/administer-cluster/dns-debugging-resolution.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-4067ea9b384b	D058	Debug Running Pods	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/debug/debug-application/debug-running-pod.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-54c2092d43a5	D058	Debug Services	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/debug/debug-application/debug-service.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-57df42feca96	D058	Pod Lifecycle	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/concepts/workloads/pods/pod-lifecycle.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-6346769f861a	D058	Monitor Node Health	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/debug/debug-cluster/monitor-node-health.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-714196198a9c	D058	Debug Pods	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/debug/debug-application/debug-pods.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-7f4c1beb746e	D058	Troubleshooting Applications	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/debug/debug-application/_index.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-8f1d50e206b1	D058	Determine the Reason for Pod Failure	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/debug/debug-application/determine-reason-pod-failure.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-94f18a70ecb0	D058	Resource Management for Pods and Containers	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/concepts/configuration/manage-resources-containers.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-aaa3e891815f	D058	Troubleshooting Clusters	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/debug/debug-cluster/_index.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-ac5d7aedb7e6	D058	Debug Init Containers	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/tasks/debug/debug-application/debug-init-containers.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D058-c2749095504f	D058	Logging Architecture	https://github.com/kubernetes/website/blob/7e631d0318dc279cb2d31231d8823360e61e9304/content/en/docs/concepts/cluster-administration/logging.md	7e631d0318dc279cb2d31231d8823360e61e9304	2023-12-31T15:40:05Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D059-0185ccfaeb29	D059	Kube Node Readiness Flapping	https://github.com/prometheus-operator/runbooks/blob/f8061f3e9b3337d90107aa2f10a0111f3f6dc86f/content/runbooks/kubernetes/KubeNodeReadinessFlapping.md	f8061f3e9b3337d90107aa2f10a0111f3f6dc86f	2023-09-07T14:21:57Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D059-0980a5088584	D059	Kube Deployment Replicas Mismatch	https://github.com/prometheus-operator/runbooks/blob/f8061f3e9b3337d90107aa2f10a0111f3f6dc86f/content/runbooks/kubernetes/KubeDeploymentReplicasMismatch.md	f8061f3e9b3337d90107aa2f10a0111f3f6dc86f	2023-09-07T14:21:57Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
KBH-D059-0d787d431d0c	D059	Kube Pod Not Ready	https://github.com/prometheus-operator/runbooks/blob/f8061f3e9b3337d90107aa2f10a0111f3f6dc86f/content/runbooks/kubernetes/KubePodNotReady.md	f8061f3e9b3337d90107aa2f10a0111f3f6dc86f	2023-09-07T14:21:57Z			historical_candidate_pending_cutoff_and_deployment_review				needs_human_review
